Item Number,Long Description,Short Description,Product Number,PriceOB,ALL,STMARIA,SALINA,WAREHOUSE,STMWH,REPAIR,RMA,ADJ_REPAIR,ADJ_RMA,Last Received Date,Last Sold Date,Cost,Price,Margin
1097,SATA DATA Cable,SATA DATA Cable,AB200GEN04,2.99,857,19,13,729,96,0,0,0,0,2010-09-29,2026-03-18,1.16,2.82,58.9
1098,Nexxt Patch Cabl Cat5E 14ft GR,AB360NXT34,AB360NXT34,14.99,207,13,9,182,3,0,0,0,0,2024-02-27,2026-04-14,6.5,14.14,54
1101,Nexxt Patch Cabl Cat5E 50ft GR,AB360NXT56,AB360NXT56,34.99,74,7,5,59,3,0,0,0,0,2026-03-06,2026-04-21,16.07,33.01,51.3
1102,Power Cable,Power Cable,AB230GEN01,5.99,0,0,0,0,0,0,0,-13,0,2015-04-21,2024-11-21,1.39,5.65,75.4
1119,Nexxt RJ45 Cat5e Connector,AW102NXT01,AW102NXT01,0.49,280,280,0,0,0,0,0,0,0,2023-10-19,2026-04-07,0.22,0.46,52.2
1128,Nexxt Patch Cabl Cat5E 10ft GR,AB360NXT23xx,AB360NXT23xxx,9.99,0,0,0,0,0,0,0,0,0,2019-07-22,2019-08-06,3.91,9.42,58.5
1129,Nexxt Patch Cabl Cat5E 25ft GR,AB360NXT45,AB360NXT45,19.99,82,11,5,66,0,0,0,-1,0,2026-03-06,2026-04-20,8.68,18.86,54
1130,Nexxt Patch Cable Cat5E 7ft Gr,AB360NXT12,AB360NXT12,9.99,67,14,15,38,0,0,0,0,0,2024-07-10,2026-04-14,5.08,9.42,46.1
1162,Nexxt UTP Cat5E Per Meter,UTPCat5EP/M,UTPCat5EP/M,0.95,-121,-40,-81,0,0,0,0,0,0,,2026-02-05,0.5,0.9,44.4
1163,HP 78 Color Ink,C6578DL,C6578DL,69.99,0,0,0,0,0,0,0,0,0,2017-06-27,2018-01-23,78.37,66.03,-18.7
1166,HP 27 Black Ink,C8727AL,C8727AL,89.99,2,0,2,0,0,0,0,0,0,2020-03-03,2022-03-25,54.62,84.9,35.7
1167,HP 28 Color Ink,C8728AL,C8728AL,99.99,2,0,2,0,0,0,0,0,0,2020-11-11,2020-09-25,68.65,94.33,27.2
1244,HP 56 Black Ink,C6656AL,C6656AL,99.99,0,0,0,0,0,0,0,0,0,2020-01-31,2022-03-19,65.85,94.33,30.2
1247,HP 15 Black Ink,C6615DL,C6615DL,129.99,0,0,0,0,0,0,0,-3,0,2020-04-02,2020-11-23,91.71,122.63,25.2
1326,HP 122A Black Q3960A Toner,Q3960A,Q3960A,206.99,0,0,0,0,0,0,0,-1,0,2012-11-02,2013-01-25,141.91,195.27,27.3
1329,HP 123A Cyan Q3971A Toner,Q3971A,Q3971A,50,0,0,0,0,0,0,0,0,0,2009-05-12,2009-07-10,140.47,47.17,-197.8
1330,HP 95 Color Ink,C8766WL,C8766WL,119.98,0,0,0,0,0,0,0,0,0,2020-09-29,2021-04-26,79.68,113.19,29.6
1331,HP 96 Black Ink,C8767WL,C8767WL,139.99,0,0,0,0,0,0,0,0,0,2020-11-11,2021-08-02,94.34,132.07,28.6
1386,HP 97 Color Ink,C9363WL,C9363WL,59.99,1,0,1,0,0,0,0,0,0,2023-09-13,2021-08-02,42.51,56.59,24.9
1387,HP 94 Black Ink,C8765WL,C8765WL,99.99,0,0,0,0,0,0,0,-5,0,2019-10-29,2021-02-12,64.77,94.33,31.3
1388,HP 21 Black,C9351AL,C9351AL,64.99,6,0,6,0,0,0,0,-5,0,2023-10-19,2024-12-21,43.09,61.31,29.7
1476,HP 99,C9369WL,C9369WL,63.99,0,0,0,0,0,0,0,0,0,2011-03-02,2014-02-20,43.48,60.37,28
1570,HP 45 Black Ink,51645AL,51645AL,94.99,0,0,0,0,0,0,0,-2,0,2018-09-25,2018-08-30,79.54,89.61,11.2
1591,HP 22 Color Ink,C9352AL,C9352AL,94.99,14,4,7,3,0,0,0,0,0,2023-09-13,2025-01-31,58.9,89.61,34.3
1631,Nexxt Switch 16 Prt 10/100MBPS,ASFDT164U1,ASFDT164U1,105.99,0,0,0,0,0,0,0,0,0,2020-10-02,2022-02-14,42.83,99.99,57.2
1724,Nexxt Expandable Wall Mount 4U,AW220NXT39,AW220NXT39,179.99,0,0,0,0,0,0,0,0,0,2023-10-16,2025-07-29,95.18,169.8,43.9
1726,FIREWIRE CABLE 6FT 4PIN 4PIN,FIREWIRE CABLE,AB165GEN02,3,0,0,0,0,0,0,0,0,0,2011-06-12,2020-07-20,1.63,2.83,42.4
1733,Nexxt EXPANDABLE WALL BR - 2U,NEXXT EXPANDABL,AW220NXT38,79.99,0,0,0,0,0,0,0,0,0,2016-10-14,2017-09-22,45.23,75.46,40.1
1797,Canon 40 Black Ink,0615B050AA,0615B050AA,64.99,0,0,0,0,0,0,0,0,0,2022-11-11,2023-07-14,44.3,61.31,27.7
1802,HP 308A Black Toner,Q2670A,Q2670A,50,0,0,0,0,0,0,0,-3,0,2012-07-10,2007-01-29,235.26,47.17,-398.7
1803,HP 12A Black Q2612A Toner,Q2612A,Q2612A,289.99,4,2,2,0,0,0,0,-1,-1,2025-12-16,2026-04-17,194.09,273.58,29.1
1807,HP 93 Color Ink,C9361WL,C9361WL,89.99,1,0,1,0,0,0,0,-1,0,2020-12-10,2020-10-30,65.86,84.9,22.4
1810,Logitech Extreme 3D Pro Joysti,963290-0403,963290-0403,139.99,0,0,0,0,0,0,0,0,0,2025-03-18,2025-12-20,90.71,132.07,31.3
1847,Canon 41 Color Ink,0617B050AA,0617B050AA,79.99,0,0,0,0,0,0,0,0,0,2022-11-11,2023-08-02,56.16,75.46,25.6
1891,HP 17 Color Ink,C6625A,C6625A,85,0,0,0,0,0,0,0,-2,0,2018-11-08,2020-11-23,86.68,80.19,-8.1
2046,Nexxt UTP Cat5E Box 1000 ft,AB355NXT01,AB355NXT01,299.99,0,0,0,0,0,0,0,0,0,2024-07-10,2025-08-21,192.05,283.01,32.1
2047,Nexxt UTP Cat6 Box 1000 ft,AB356NXT01,AB356NXT01,489.99,8,2,2,4,0,0,0,0,0,2026-03-06,2026-04-09,272.44,462.25,41.1
2053,Nexxt UTP Cat6 Per Meter,UTPCat6P/M,UTPCat6P/M,1.54,33,-265,298,0,0,0,0,0,0,,2026-04-20,0.9,1.45,37.9
2066,Nexxt Basic LAN Tester,AW250NXT03,AW250NXT03,84.99,25,5,5,15,0,0,0,0,0,2026-03-06,2024-12-31,33.04,80.18,58.8
2241,Generic Card Reader 25in1,CARD READER 25-,DR000GEN10,26.5,0,0,0,0,0,0,0,0,0,,2017-08-01,13.01,25,48
2348,HP 02 Black Ink,C8721WL,C8721WL,45,0,0,0,0,0,0,0,-2,0,2018-04-23,2018-02-01,44.79,42.45,-5.5
2349,HP 02 Cyan Ink,C8771WL,C8771WL,32.99,0,0,0,0,0,0,0,-1,0,2018-05-11,2018-09-04,22.64,31.12,27.2
2350,HP 02 Magenta Ink,C8772WL,C8772WL,32.99,0,0,0,0,0,0,0,-1,0,2017-11-03,2018-09-04,21.29,31.12,31.6
2351,HP 02 Yellow Ink,C8773WL,C8773WL,20,0,0,0,0,0,0,0,-1,0,2017-11-29,2018-09-04,20.21,18.87,-7.1
2352,HP 02 Light Cyan Ink,C8774WL,C8774WL,32.99,0,0,0,0,0,0,0,-2,0,2017-11-03,2017-09-26,21.29,31.12,31.6
2353,HP 02 Light Magenta Ink,C8775WL,C8775WL,32.99,0,0,0,0,0,0,0,-2,0,2018-05-11,2018-02-01,22.64,31.12,27.2
2368,HP 92 Black,C9362WL,C9362WL,59.99,0,0,0,0,0,0,0,0,0,2020-12-10,2021-09-28,39.38,56.59,30.4
2371,HP 57 Color,C6657AL,C6657AL,159.99,0,0,0,0,0,0,0,0,0,2020-12-10,2022-01-24,108.91,150.93,27.8
2455,FORZA Power Strip 6 Outlets,PS-001B,PS-001B,12.99,13,7,6,0,0,0,0,-37,0,2026-01-28,2026-04-13,7.53,12.25,38.5
2466,KlipX Premium Glossy Paper,KPA-320,KPA-320,14.99,12,1,11,0,0,0,0,0,0,2025-06-17,2026-03-30,6.34,14.14,55.2
2578,USB PRINTER CABLE 15FT,USB PRINTER CAB,ab160gen05,10.6,0,0,0,0,0,0,0,0,0,2012-12-10,2019-07-03,3.07,10,69.3
2610,HP 124A Magenta Q6003A,Q6003A,Q6003A,299.99,0,0,0,0,0,0,0,0,0,2021-04-08,2023-04-03,187.94,283.01,33.6
2611,HP 124A Cyan Q6001A,Q6001A,Q6001A,289.99,0,0,0,0,0,0,0,-2,0,2022-04-13,2024-06-01,199.67,273.58,27
2612,HP 124A Black Q6000A,Q6000A,Q6000A,239.99,0,0,0,0,0,0,0,0,0,2020-12-10,2024-04-29,173.43,226.41,23.4
2613,HP 124A Yellow Q6002A,Q6002A,Q6002A,299.99,0,0,0,0,0,0,0,0,0,2021-01-22,2023-04-03,187.27,283.01,33.8
2715,FIREWIRE CABLE 6FT 6PIN-6PIN,FIREWIRE CABLE,AB165GEN22,3,0,0,0,0,0,0,0,0,0,2013-05-27,2020-07-20,1.04,2.83,63.3
2810,HP 49A Black Q5949A Toner,Q5949A,Q5949A,299.99,0,0,0,0,0,0,0,0,0,2022-04-13,2024-07-05,203.18,283.01,28.2
2935,Logitech S120 Stereo Speakers,980-000012,980-000012,39.99,0,0,0,0,0,0,0,0,0,2022-10-17,2023-04-18,18.81,37.73,50.1
2994,HP 98 Black,C9364WL,C9364WL,74.98,0,0,0,0,0,0,0,-14,0,2018-05-11,2021-05-11,51.84,70.74,26.7
3078,HP 51A Black Q7551A Toner,Q7551A,Q7551A,100,0,0,0,0,0,0,0,-5,0,2017-11-03,2017-12-13,239.59,94.34,-154
3110,HP 15A Black C7115A Toner,C7115A,C7115A,219.99,0,0,0,0,0,0,0,0,0,2018-07-04,2021-07-16,156.91,207.54,24.4
3158,KLIP GEL WRIST REST PAD,KLIP GEL WRIST,KKP-100B,19.99,0,0,0,0,0,0,0,0,0,2018-06-01,2022-08-09,9.23,18.86,51.1
3159,Nexxt IN-LINE COUPLER CAT6,AE180NXT08,AE180NXT08,9.99,337,19,27,291,0,0,0,-1,0,2024-02-27,2026-04-20,6.31,9.42,33
3171,Nexxt In-Line Coupler CAT5E,AE180NXT07,AE180NXT07,7.99,0,0,0,0,0,0,0,0,0,2022-04-11,2025-09-27,5.22,7.54,30.8
3247,"KlipX PROJECTOR SCREEN 100""",KLIPX PROJECTOR,KPS-303,199.99,0,0,0,0,0,0,0,-2,0,2016-11-15,2018-12-21,114.63,188.67,39.2
3253,SATA POWER CABLE,SATA POWER CABL,ab221gen04,3.99,39,7,21,0,11,0,0,0,0,2010-04-15,2025-01-02,1.12,3.76,70.2
3366,KlipX HEADSET KSH-300,MM110KLX01,KSH-300,14.99,0,0,0,0,0,0,0,-1,0,2016-11-15,2017-12-04,9.14,14.14,35.4
3378,"KLIP 3PC DUST COVER 17/18"" LCD",3PC DUST Cover,,5.3,0,0,0,0,0,0,0,0,0,2010-04-15,2017-11-10,1.13,5,77.4
3397,Canon BCI-3eY Yellow Ink,BCI-3eY,4482A003,5,0,0,0,0,0,0,0,-5,0,2009-04-25,2013-11-09,13.98,4.72,-196.2
3404,HP 74 Black,CB335WL,CB335WL,59.99,0,0,0,0,0,0,0,0,0,2021-06-21,2022-03-29,41.31,56.59,27
3405,HP 75 Color,CB337WL,CB337WL,69.99,0,0,0,0,0,0,0,0,0,2021-06-21,2021-08-27,51.34,66.03,22.2
3411,XEROX PLUS A4 80gr 500's,XEROX PLUS A4,7897973821694,13.99,167,45,32,90,0,0,0,0,0,2026-02-26,2026-04-22,8.56,13.2,35.1
3431,HP 10 Black,C4844AL,C4844AL,159.99,0,0,0,0,0,0,0,0,0,2020-04-02,2021-04-13,103.84,150.93,31.2
3432,HP 11 Cyan,C4836A,C4836A,60,0,0,0,0,0,0,0,0,0,2019-02-21,2019-12-10,95.07,56.6,-68
3433,HP 11 Yellow,C4838A,C4838A,119.99,0,0,0,0,0,0,0,-3,0,2019-02-21,2019-12-10,95.07,113.2,16
3434,HP 11 Magenta,C4837A,C4837A,60,0,0,0,0,0,0,0,-2,0,2018-01-16,2021-04-13,81.82,56.6,-44.6
3442,HP 122A Magenta Q3963A Toner,Q3963A,Q3963A,50,0,0,0,0,0,0,0,0,0,2011-07-12,2014-04-14,173.73,47.17,-268.3
3444,HP 122A Yellow Q3962A Toner,Q3962A,Q3962A,254.4,0,0,0,0,0,0,0,-1,0,2011-03-02,2012-09-08,176.7,240,26.4
3486,"KlipX PROJECTOR SCREEN 120""",KLIPX PROJECTOR,KPS-304,175,0,0,0,0,0,0,0,0,0,2018-09-12,2022-01-20,178.87,165.09,-8.3
3517,DYMO MPUR LBL WHITE,DYMO MPUR LBL W,,41.34,0,0,0,0,0,0,0,0,0,,2017-01-04,25.56,39,34.5
3524,HP 75XL Color,CB338WL,CB338WL,169.99,0,0,0,0,0,0,0,0,0,2019-06-20,2020-10-22,112.47,160.37,29.9
3525,HP 74XL Black,CB336WL,CB336WL,80,0,0,0,0,0,0,0,-4,0,2018-03-13,2021-05-27,81.82,75.47,-8.4
3674,Epson Yellow 73,t073420,t073420,27.99,0,0,0,0,0,0,0,0,0,2014-10-23,2016-01-16,18.25,26.41,30.9
3675,Epson Magenta 73,T073320,T073320,27.99,0,0,0,0,0,0,0,0,0,2014-11-22,2015-10-24,18.33,26.41,30.6
3676,Epson Cyan 73,T073220AL,T073220AL,26.49,0,0,0,0,0,0,0,0,0,2015-10-16,2016-02-02,18.1,24.99,27.6
3677,Epson Black 73,T073120,T073120,26.49,0,0,0,0,0,0,0,0,0,2015-10-16,2016-02-02,17.45,24.99,30.2
3720,HP 88 Cyan,C9386AL,C9386AL,35,0,0,0,0,0,0,0,-1,0,2017-11-03,2019-04-29,32.8,33.02,0.7
3721,HP 88 Yellow,C9388AL,C9388AL,49.99,0,0,0,0,0,0,0,-2,0,2019-02-21,2019-04-17,35.6,47.16,24.5
3722,HP 88 Black,C9385AL,C9385AL,35,0,0,0,0,0,0,0,-3,0,2016-11-15,2019-04-29,38.61,33.02,-16.9
3723,HP 88 Magenta,C9387AL,C9387AL,35,0,0,0,0,0,0,0,-1,0,2016-11-15,2019-08-26,28.98,33.02,12.2
3839,Logitech H390 Headset USB,981-000014,981-000014,59.99,1,1,0,0,0,0,0,-2,0,2025-10-29,2026-04-14,39.6,56.59,30
3926,Lithium CR1620,Lithium CR16,,4.99,0,0,0,0,0,0,0,0,0,2011-09-18,2018-09-12,1.16,4.71,75.4
3948,HP 36A Black CB436A Toner,CB436A,CB436A,249.99,0,0,0,0,0,0,0,0,0,2024-03-13,2026-02-25,168.13,235.84,28.7
3966,HP ScanJet 5590,L1910A#B1G,L1910A#B1G,599.99,0,0,0,0,0,0,0,0,0,2015-08-03,2018-06-06,333.32,566.03,41.1
3994,"KlipX Tripot Proj. Screen 86""",KlipX KPS-102,KPS-102,125,0,0,0,0,0,0,0,0,0,2018-11-14,2019-08-26,128.23,117.92,-8.7
4000,KlipX Laptop Carying case 15.6,AN120KLX25,KNC-050,54.99,0,0,0,0,0,0,0,-4,0,2020-08-07,2021-05-18,31.03,51.88,40.2
4083,HP 53A Black Q7553A Toner,Q7553A,Q7553A,299.99,11,4,4,3,0,0,0,0,0,2022-10-17,2025-11-10,190.85,283.01,32.6
4084,HP 13A Black Q2613A Toner,Q2613A,Q2613A,211.99,2,0,2,0,0,0,0,0,0,2016-10-15,2017-07-31,159.98,199.99,20
4105,HP 35A Black CB435A Toner,CB435A,CB435A,249.99,48,1,2,45,0,0,0,0,0,2026-03-27,2026-02-17,173.42,235.84,26.5
4144,HP 60 Black,CC640WL,CC640WL,69.99,0,0,0,0,0,0,0,-2,0,2023-08-10,2025-04-16,43.04,66.03,34.8
4145,HP 60 Color,CC643WL,CC643WL,75,0,0,0,0,0,0,0,0,0,2022-04-13,2022-12-08,51.56,70.75,27.1
4146,HP 60XL Color,CC644WL,CC644WL,169.99,0,0,0,0,0,0,0,0,0,2022-04-13,2023-04-24,110.06,160.37,31.4
4147,HP 60XL Black,CC641WL,CC641WL,139.99,0,0,0,0,0,0,0,0,0,2022-04-13,2022-10-14,96.82,132.07,26.7
4157,USB TO MINI USB (b),USB TO MINI USB,ab160gen09,9.99,0,0,0,0,0,0,0,0,0,2015-11-24,2019-10-29,1.59,9.42,83.1
4188,FORZA Power Strip 12 outlets,FORZA Surge Hom,RHT-12NC,79.99,0,0,0,0,0,0,0,0,0,2019-07-22,2022-07-13,49.58,75.46,34.3
4229,IOGEAR 56 in 1 Card reader,GFR281W6,GFR281,34.99,0,0,0,0,0,0,0,0,0,2016-07-05,2022-06-08,20.34,33.01,38.4
4300,HP 314A Magenta Q7563A Toner,Q7563A,Q7563A,50,0,0,0,0,0,0,0,0,0,,,230.52,47.17,-388.7
4303,D-Link Xtreme N ANT24-0230,D-Link Xtreme N,ANT24-0230,24.99,0,0,0,0,0,0,0,0,0,,,73.98,23.58,-213.7
4582,Miscellaneous [DON'T USE],Miscellaneous,,0,0,0,0,0,0,0,0,0,0,2016-04-06,2017-01-14,0.01,0,
4606,HP 125A Black CB540A Toner,CB540A,CB540A,259.99,3,0,3,0,0,0,0,0,0,2024-02-22,2024-12-21,171.78,245.27,30
4610,Logitech S150 USB Speakers,980-001004,980-001004,45.05,26,5,5,16,0,0,0,-3,0,2026-02-23,2026-04-17,24.48,42.5,42.4
4652,StarTech.com - Null modem cabl,NULL MODEM CABL,SCNM9FF,10,0,0,0,0,0,0,0,0,0,2009-02-21,2022-03-15,8.24,9.43,12.6
4665,AMD Sempron LE-1250 2.2 AM2,AMD Sempron LE,,24.99,0,0,0,0,0,0,0,0,0,2009-02-28,2015-01-10,58.2,23.58,-146.8
4666,HP 901 Black,CC653AL,CC653AL,49.99,0,0,0,0,0,0,0,-1,0,2022-05-12,2022-11-10,34.65,47.16,26.5
4667,HP 901 Color,CC656AL,CC656AL,99.99,0,0,0,0,0,0,0,0,0,2022-05-12,2023-07-13,63.68,94.33,32.5
4668,HP 901XL Black,CC654AL,CC654AL,114.99,0,0,0,0,0,0,0,-1,0,2020-12-17,2021-03-22,80.92,108.48,25.4
4695,HP 125A Cyan CB541A Toner,CB541A,CB541A,229.99,0,0,0,0,0,0,0,0,0,2022-08-04,2024-03-12,143.76,216.97,33.7
4696,HP 125A Yellow CB542A Toner,CB542A,CB542A,229.99,1,0,1,0,0,0,0,0,0,2023-09-13,2024-12-21,148.55,216.97,31.5
4697,HP 125A Magenta CB543A Toner,CB543A,CB543A,229.99,1,0,1,0,0,0,0,-1,0,2022-08-04,2024-12-21,146.85,216.97,32.3
4700,FORZA SMART UPS FX-900 LCD,FX-900LCD,up300for01,211.99,0,0,0,0,0,0,0,0,0,2014-01-23,2015-05-16,102.45,199.99,48.8
4712,Power supply Epson reciept pri,Power supply Ep,,159,0,0,0,0,0,0,0,0,0,2009-03-28,,76.21,150,49.2
4726,Belkin Mouse Pad Red,F8E081-RED,F8E081-RED,6.99,0,0,0,0,0,0,0,0,0,2019-04-09,2020-08-06,2.15,6.59,67.4
4794,Nexxt AW250NXT07 Crimping Tool,AW250NXT07,AW250NXT07,105.99,0,0,0,0,0,0,0,-1,0,2016-10-14,2021-07-22,21.83,99.99,78.2
4808,Philips retractable USB 2.0,Philips retract,pm1200a,9.99,0,0,0,0,0,0,0,0,0,2010-01-22,2019-08-14,7.52,9.42,20.2
4811,xxxNexxt Patch Panel Cat6 48,xxxxNexxt Patch,xxxxAW191NXT11,125,0,0,0,0,0,0,0,0,0,2018-03-05,2022-09-21,144.6,117.92,-22.6
4815,Nexxt Boot For RJ45 GR 1's,AW103NXT01,AW103NXT01,0.5,4570,500,470,3600,0,0,0,0,0,2025-10-31,2026-03-21,0.13,0.47,72.3
4816,Nexxt Boot For RJ45 RD 1's,Nexxt Boot For,AW103NXT03,0.1,0,0,0,0,0,0,0,-45,0,2009-05-24,2022-08-26,0.1,0.09,-7.6
4817,Nexxt Boot For RJ45 YL 1's,Nexxt Boot For,AW103NXT04,0.1,0,0,0,0,0,0,0,-29,0,2009-05-24,2022-08-11,0.1,0.09,-7.6
4818,Nexxt Boot For RJ45 GN 1's,Nexxt Boot For,AW103NXT05,0.1,0,0,0,0,0,0,0,-28,0,2009-05-24,2022-11-19,0.1,0.09,-7.6
4821,Nexxt Velcro Cables Ties 5 col,Nexxt Velcro Ca,AW103NXT30,7.99,0,0,0,0,0,0,0,0,0,2009-05-24,2016-10-20,3.83,7.54,49.2
4823,Nexxt Wall Plate 1 Port,Nexxt Retail Wa,AW160NXT60,2.99,0,0,0,0,0,0,0,0,0,2021-02-02,2022-03-30,1.37,2.82,51.4
4824,Nexxt Wall Plate 2 Port WH,AW160NXT02,AW160NXT02,2.99,335,14,28,283,10,0,0,0,0,2022-04-11,2026-03-31,1.31,2.82,53.5
4826,Nexxt Wall Plate 6 Port WH,Nexxt Wall Plat,AW160NXT06,3.99,9,2,7,0,0,0,0,0,0,2021-02-02,2023-08-17,0.87,3.76,76.9
4830,Nexxt Wall Plate 4 port,AW160NXT04,AW160NXT23,2.99,130,10,14,106,0,0,0,0,0,2024-02-27,2026-04-01,1.31,2.82,53.5
4832,Nexxt Blank Module Insert W 1x,Nexxt Blank Mod,AW160NXT50,1,328,55,273,0,0,0,0,-338,0,2010-11-12,2025-05-16,0.25,0.94,73.2
4833,Nexxt Keystone Jack Cat5e RD,Nexxt Keystone,AW110NXT03,5.3,0,0,0,0,0,0,0,0,0,2009-05-24,2020-07-29,2.88,5,42.4
4835,Nexxt Keystone Jack Cat5e GN,Nexxt Keystone,AW110NXT05,5.3,0,0,0,0,0,0,0,0,0,2011-11-02,2016-03-10,2.24,5,55.2
4838,Nexxt Keystone Jack Cat5e YL,AW110NXT14,AW110NXT14,4.99,0,0,0,0,0,0,0,0,0,2017-06-27,2019-09-25,2.72,4.71,42.3
4841,APC P6B Power Strip,P6B,P6B,34.99,0,0,0,0,0,0,0,-1,0,2021-11-11,2022-06-03,22.13,33.01,33
4867,XTECH 600W,CS850XTK11,CS850XTK07,59.99,21,5,8,8,0,0,0,-5,0,2023-10-16,2026-03-02,26.36,56.59,53.4
4871,PCI CARD RS232 2-port,PCI CARD RS232,IO405GEN06,47.7,0,0,0,0,0,0,0,0,0,2009-06-19,2015-05-15,22.92,45,49.1
4877,Forza AVR 1200VA/600W 110V,FVR-1211B,FVR-1211B,29.99,0,0,0,0,0,0,0,-4,0,2018-06-01,2019-01-28,18.67,28.29,34
4889,HP 11 Printhead Yellow,C4813A,C4813A,149.99,0,0,0,0,0,0,0,-5,0,2021-01-22,2021-05-31,104.35,141.5,26.3
4890,HP 11 Printhead Black,C4810A,C4810A,149.99,0,0,0,0,0,0,0,-1,0,2020-09-29,2021-08-19,105,141.5,25.8
4891,HP 11 Printhead Cyan,C4811A,C4811A,149.99,0,0,0,0,0,0,0,-1,0,2020-01-31,2021-08-31,104.09,141.5,26.4
4892,HP 11 Printhead Magenta,C4812A,C4812A,149.99,0,0,0,0,0,0,0,-2,0,2020-12-10,2021-08-19,105.47,141.5,25.5
4899,HP 82 Cyan,C4911A,C4911A,129.99,0,0,0,0,0,0,0,-1,0,2020-04-02,2021-03-02,83.89,122.63,31.6
4900,HP 82 Magenta,C4912A,C4912A,129.99,0,0,0,0,0,0,0,-3,0,2020-04-02,2020-03-10,83.89,122.63,31.6
4901,HP 82 Yellow,C4913A,C4913A,129.99,0,0,0,0,0,0,0,-2,0,2020-06-15,2020-03-10,85.96,122.63,29.9
4919,DYNAPOS LCD Display 2x20 pole,DYN-PD220L,,75,0,0,0,0,0,0,0,-1,0,2010-10-26,2019-11-11,116.46,70.75,-64.6
4920,DYNAPOS VFD Display POLE,DYN-PD220U,,238.5,0,0,0,0,0,0,0,0,0,2010-11-21,,149.39,225,33.6
4934,Sabrent 4-Port USB 2.0,Sabrent 4-Port,USB-4PSH,15.9,0,0,0,0,0,0,0,-18,0,2009-07-16,2013-09-16,8.85,15,41
4986,KlipX HEADSET KSH-320,KSH-320,KSH-320,24.99,0,0,0,0,0,0,0,-8,0,2022-07-13,2024-10-02,16.09,23.58,31.8
4995,Nexxt 56KV92 Modem PCI,Nexxt 56KV92 Mo,md340nxt04,15.9,0,0,0,0,0,0,0,0,0,2009-08-14,2017-06-15,9.72,15,35.2
5000000,Misc,,,0,0,0,0,0,0,0,0,0,0,,2026-04-15,0,0,
5000001,Express Shipping,,,0,0,0,0,0,0,0,0,0,0,,,0,0,
5000021,Nexxt 110/88 Punch Down Tool,AW250NXT11,AW250NXT11,89.99,35,5,7,14,9,0,0,0,0,2022-04-11,2026-03-14,46.65,84.9,45.1
5000074,MSI NF750-G55 Motherboard,MSI NF750-G55 M,NF750-G55,371,0,0,0,0,0,0,0,0,0,2010-01-17,2014-05-19,223.34,350,36.2
5000090,xxxNexxt Patch Panel Cat6 24,xxxNexxt Patch,xxxAW191NXT06,199.99,0,0,0,0,0,0,0,0,0,2019-10-29,2022-09-28,120.71,188.67,36
5000100,Logitech Z 523 - 2.1,980-000319,980-000319,243.99,0,0,0,0,0,0,0,0,0,2018-11-14,2018-12-29,142.07,230.18,38.3
5000152,HP 92A Black C4092A Toner,C4092A,C4092A,169.59,0,0,0,0,0,0,0,-2,0,2011-08-03,2015-08-21,106.23,159.99,33.6
5000153,HP 304A Black CC530A Toner,CC530A,CC530A,339.98,3,1,2,0,0,0,0,0,0,2021-08-18,2025-09-26,231.43,320.74,27.8
5000154,HP 304A Cyan CC531A Toner,CC531A,CC531A,339.98,1,0,1,0,0,0,0,-2,0,2019-09-24,2025-01-07,221.9,320.74,30.8
5000155,HP 304A Yellow CC532A Toner,CC532A,CC532A,339.98,1,0,1,0,0,0,0,0,0,2021-08-18,2025-01-07,228.1,320.74,28.9
5000156,HP 304A Magenta CC533A Toner,CC533A,CC533A,339.98,2,1,1,0,0,0,0,0,0,2021-08-18,2025-01-07,228.1,320.74,28.9
5000179,HP 920XL Cyan,CD972AL,CD972AL,59.99,1,0,1,0,0,0,0,0,0,2021-06-21,2023-09-15,36.32,56.59,35.8
5000180,HP 920XL Magenta,CD973AL,CD973AL,59.99,2,1,1,0,0,0,0,-1,0,2021-06-21,2023-09-15,36.32,56.59,35.8
5000181,HP 920XL Yellow,CD974AL,CD974AL,59.99,1,0,1,0,0,0,0,0,0,2021-06-21,2022-03-26,36.32,56.59,35.8
5000182,HP 920XL Black,CD975AL,CD975AL,129.99,0,0,0,0,0,0,0,0,0,2021-06-21,2022-09-07,84.19,122.63,31.3
5000183,HP 920 Black,CD971AL,CD971AL,49.99,0,0,0,0,0,0,0,0,0,2017-02-02,2024-03-06,34.72,47.16,26.4
5000211,Nexxt Single Vented Shelf,AW220NXT22,AW220NXT22,79.99,0,0,0,0,0,0,0,0,0,2022-04-11,2022-11-11,46.89,75.46,37.9
5000212,FORZA UPS FX2200 LCD RHT12NC,FX-2200LCD,KT004XUS46,699.99,3,1,1,1,0,0,0,-3,0,2025-10-03,2025-12-29,303.44,660.37,54.1
5000220,HP 824A CB382A Yellow Toner,CB382A,CB382A,250,0,0,0,0,0,0,0,0,0,2015-03-11,2022-01-06,548.39,235.85,-132.5
5000221,HP 824A Magenta CB383A Toner,CB383A,CB383A,842.7,0,0,0,0,0,0,0,0,0,2010-03-02,2014-12-18,591.78,795,25.6
5000222,HP 824A Cyan CB381A Toner,CB381A,CB381A,50,0,0,0,0,0,0,0,0,0,2010-03-02,2014-12-18,591.78,47.17,-1154.6
5000224,"KlipX KNB-050 15.6""",KlipX KNB-050,KNB-050,59.99,0,0,0,0,0,0,0,0,0,2019-09-24,2022-01-05,32.74,56.59,42.1
